ClientID,Nom,Ville,DateInscription,TotalTransactions,TotalDepense
CLT_1834,Thierno Keita,Nzérékoré,2021-04-15,65,285094
CLT_1835,Aissatou Bah,Nzérékoré,2021-06-23,36,376974
CLT_1836,Aissatou Diallo,Conakry,2021-08-04,183,130646
CLT_1837,Fanta Barry,Kankan,2023-05-21,7,324554
CLT_1838,Nene Camara,Nzérékoré,2021-01-05,112,75031
CLT_1839,Thierno Doumbouya,Kindia,2020-09-16,24,373377
CLT_1840,Aissatou Bah,Nzérékoré,2022-06-16,98,293030
CLT_1841,Sekou Bangoura,Kankan,2023-09-14,63,266002
CLT_1842,Saran Condé,Labé,2023-08-21,176,463980
CLT_1843,Aissatou Diallo,Kindia,2020-04-27,21,377861
CLT_1844,Mamadou Bangoura,Kindia,2020-05-11,165,285253
CLT_1845,Mariama Baldé,Conakry,2020-12-11,175,15323
CLT_1846,Moussa Baldé,Kindia,2021-03-10,170,88370
CLT_1847,Aissatou Doumbouya,Kindia,2020-07-03,58,291560
CLT_1848,Mamadou Soumah,Conakry,2023-03-06,12,288880
CLT_1849,Fanta Sow,Conakry,2022-08-28,115,147446
CLT_1850,Binta Bah,Nzérékoré,2022-12-23,184,8874
CLT_1851,Fatoumata Condé,Kankan,2022-12-19,93,142571
CLT_1852,Ibrahima Keita,Conakry,2021-10-07,92,197374
CLT_1853,Binta Bah,Nzérékoré,2020-01-18,116,452744
CLT_1854,Aissatou Diallo,Nzérékoré,2020-09-29,125,305278
CLT_1855,Binta Soumah,Kindia,2023-11-14,62,129150
CLT_1856,Aissatou Touré,Nzérékoré,2023-09-13,127,326240
CLT_1857,Mory Barry,Labé,2021-09-27,52,237113
CLT_1858,Binta Diallo,Conakry,2023-04-28,125,417958
CLT_1859,Moussa Baldé,Conakry,2020-03-01,142,463676
CLT_1860,Moussa Keita,Kindia,2023-05-22,197,218580
CLT_1861,Sekou Bah,Kankan,2023-01-21,62,252463
CLT_1862,Kadiatou Keita,Conakry,2023-02-27,175,490600
CLT_1863,Fanta Bangoura,Kankan,2020-12-13,39,388049
CLT_1864,Aissatou Sow,Kankan,2022-06-07,195,61232
CLT_1865,Salematou Barry,Kindia,2021-10-12,69,281739
CLT_1866,Ousmane Cissé,Conakry,2020-06-25,149,316882
CLT_1867,Aissatou Doumbouya,Kindia,2021-06-22,144,97846
CLT_1868,Lamine Soumah,Kindia,2020-05-15,120,141214
CLT_1869,Saran Camara,Kindia,2020-06-10,164,335245
CLT_1870,Alpha Touré,Conakry,2023-11-01,63,347705
CLT_1871,Fatoumata Bah,Kankan,2023-05-25,12,416175
CLT_1872,Kadiatou Bangoura,Kankan,2021-04-06,165,354043
CLT_1873,Binta Cissé,Labé,2020-03-19,159,256346
CLT_1874,Nene Sow,Conakry,2021-07-22,167,364347
CLT_1875,Ousmane Keita,Conakry,2022-08-04,21,410452
CLT_1876,Ousmane Cissé,Kankan,2022-08-01,62,16851
CLT_1877,Moussa Touré,Kindia,2022-11-16,28,477567
CLT_1878,Lamine Cissé,Conakry,2020-05-18,90,222479
CLT_1879,Aissatou Barry,Kindia,2021-03-07,36,84900
CLT_1880,Saran Bah,Kindia,2021-08-30,125,153071
CLT_1881,Alpha Keita,Nzérékoré,2023-04-15,145,233735
CLT_1882,Kadiatou Diallo,Conakry,2020-10-24,14,9889
CLT_1883,Alpha Diallo,Nzérékoré,2022-07-07,176,10195
CLT_1884,Mory Cissé,Labé,2022-01-29,127,149185
CLT_1885,Abdoulaye Baldé,Conakry,2022-04-23,104,359207
CLT_1886,Ousmane Touré,Kindia,2020-10-24,6,194371
CLT_1887,Moussa Baldé,Conakry,2020-07-27,63,167403
CLT_1888,Fanta Baldé,Conakry,2021-03-21,195,40656
CLT_1889,Ousmane Barry,Nzérékoré,2022-11-11,21,20490
CLT_1890,Moussa Sylla,Conakry,2020-07-10,14,238220
CLT_1891,Binta Keita,Kankan,2020-08-30,170,14183
CLT_1892,Kadiatou Sow,Conakry,2020-07-30,77,263958
CLT_1893,Abdoulaye Bah,Kankan,2020-01-08,188,367081
CLT_1894,Abdoulaye Cissé,Kindia,2020-03-18,128,381311
CLT_1895,Mariama Soumah,Kindia,2021-11-29,188,73821
CLT_1896,Ibrahima Traoré,Nzérékoré,2023-04-17,63,111301
CLT_1897,Kemo Sylla,Nzérékoré,2021-08-27,66,51214
CLT_1898,Ibrahima Keita,Kankan,2023-03-03,66,170604
CLT_1899,Salematou Cissé,Kankan,2022-02-03,21,487224
CLT_1900,Nene Cissé,Nzérékoré,2020-09-04,144,414400
CLT_1901,Mory Sow,Nzérékoré,2021-08-22,66,295913
CLT_1902,Sekou Traoré,Labé,2020-10-22,179,117520
CLT_1903,Kemo Soumah,Nzérékoré,2021-03-13,147,473963
CLT_1904,Moussa Keita,Conakry,2021-02-03,48,188667
CLT_1905,Nene Cissé,Kankan,2021-07-12,165,382939
CLT_1906,Thierno Bah,Kindia,2021-04-27,44,34510
CLT_1907,Mamadou Condé,Nzérékoré,2020-04-15,99,247896
CLT_1908,Aissatou Traoré,Labé,2022-03-01,51,276147
CLT_1909,Fatoumata Sylla,Kindia,2020-06-18,16,52613
CLT_1910,Thierno Sylla,Kankan,2021-04-10,145,285279
CLT_1911,Fatoumata Keita,Conakry,2021-03-24,124,276460
CLT_1912,Sekou Touré,Conakry,2022-02-03,13,269393
CLT_1913,Ibrahima Keita,Labé,2022-11-14,117,214280
CLT_1914,Sekou Bah,Labé,2020-09-30,51,167126
CLT_1915,Fatoumata Bangoura,Conakry,2021-06-17,92,147656
CLT_1916,Aissatou Sow,Labé,2020-04-16,158,68833
CLT_1917,Binta Bangoura,Conakry,2021-03-22,42,209157
CLT_1918,Ousmane Sylla,Conakry,2021-10-18,61,311701
CLT_1919,Kadiatou Sow,Labé,2022-10-28,188,189342
CLT_1920,Moussa Traoré,Kankan,2021-03-12,145,120780
CLT_1921,Fatoumata Barry,Kindia,2021-05-27,25,419187
CLT_1922,Ibrahima Barry,Labé,2023-08-28,106,51305
CLT_1923,Binta Diallo,Kindia,2021-04-12,35,337940
CLT_1924,Lamine Doumbouya,Kankan,2022-08-10,17,74631
CLT_1925,Fatoumata Camara,Kindia,2020-04-03,159,463339
CLT_1926,Moussa Cissé,Kankan,2021-05-20,74,487190
CLT_1927,Alpha Traoré,Nzérékoré,2023-03-04,113,245788
CLT_1928,Thierno Sow,Labé,2022-04-10,175,454900
CLT_1929,Fatoumata Touré,Labé,2020-01-12,59,324989
CLT_1930,Saran Condé,Nzérékoré,2022-06-04,152,352003
CLT_1931,Mamadou Bangoura,Labé,2020-11-20,177,115390
CLT_1932,Saran Doumbouya,Labé,2021-05-11,64,39492
CLT_1933,Aissatou Camara,Kindia,2020-06-20,138,304588
CLT_1934,Aissatou Traoré,Conakry,2020-03-24,92,47131
CLT_1935,Alpha Traoré,Nzérékoré,2022-01-15,28,23170
CLT_1936,Moussa Barry,Kindia,2020-08-01,43,292030
CLT_1937,Thierno Sylla,Conakry,2023-10-27,187,355405
CLT_1938,Ibrahima Sow,Nzérékoré,2021-02-13,105,16354
CLT_1939,Mory Barry,Labé,2022-08-22,131,265856
CLT_1940,Binta Baldé,Labé,2021-12-29,19,188468
CLT_1941,Binta Soumah,Nzérékoré,2023-04-11,7,169204
CLT_1942,Thierno Bah,Labé,2020-01-09,8,103416
CLT_1943,Lamine Traoré,Labé,2021-04-23,182,472791
CLT_1944,Fatoumata Bah,Kindia,2021-03-03,9,183360
CLT_1945,Saran Condé,Conakry,2021-12-16,73,135971
CLT_1946,Thierno Touré,Kindia,2021-03-21,16,263006
CLT_1947,Thierno Doumbouya,Nzérékoré,2021-07-19,108,218476
CLT_1948,Alpha Keita,Conakry,2022-01-06,169,451128
CLT_1949,Sekou Sylla,Conakry,2023-03-06,22,424173
CLT_1950,Ousmane Traoré,Nzérékoré,2020-08-18,119,372301
CLT_1951,Saran Sylla,Labé,2020-04-21,150,116524
CLT_1952,Ibrahima Cissé,Kankan,2023-10-04,40,129111
CLT_1953,Fatoumata Sylla,Kankan,2023-02-17,113,434133
CLT_1954,Moussa Bah,Conakry,2022-01-08,53,194548
CLT_1955,Aissatou Cissé,Nzérékoré,2023-10-27,14,474916
CLT_1956,Salematou Diallo,Labé,2021-08-10,127,390672
CLT_1957,Ousmane Cissé,Kindia,2023-03-18,5,495915
CLT_1958,Mariama Condé,Labé,2021-01-01,150,216556
CLT_1959,Alpha Baldé,Labé,2022-04-16,153,330863
CLT_1960,Aissatou Bangoura,Labé,2021-04-13,110,214160
CLT_1961,Saran Barry,Kindia,2021-09-16,136,334483
CLT_1962,Ousmane Sow,Labé,2022-10-13,87,176090
CLT_1963,Fanta Baldé,Kindia,2020-12-14,43,486467
CLT_1964,Abdoulaye Bangoura,Kindia,2022-04-06,132,250319
CLT_1965,Fanta Touré,Kankan,2020-11-26,45,98255
CLT_1966,Mariama Touré,Kankan,2022-01-25,159,350582
CLT_1967,Sekou Diallo,Nzérékoré,2023-11-03,15,294006
CLT_1968,Binta Traoré,Nzérékoré,2023-02-09,166,208069
CLT_1969,Ousmane Bah,Nzérékoré,2023-10-22,30,223326
CLT_1970,Mory Barry,Labé,2020-03-01,170,438125
CLT_1971,Nene Cissé,Nzérékoré,2022-01-25,68,454478
CLT_1972,Binta Condé,Conakry,2020-04-02,127,31126
CLT_1973,Aissatou Diallo,Kankan,2021-06-17,14,56143
CLT_1974,Moussa Traoré,Kankan,2022-11-20,100,420561
CLT_1975,Alpha Diallo,Kankan,2023-04-23,163,186834
CLT_1976,Mory Baldé,Labé,2020-08-19,78,119940
CLT_1977,Binta Traoré,Conakry,2023-08-14,78,136505
CLT_1978,Aissatou Keita,Nzérékoré,2022-01-10,88,357967
CLT_1979,Sekou Sow,Conakry,2022-09-24,180,400774
CLT_1980,Sekou Touré,Kindia,2020-08-16,46,286193
CLT_1981,Moussa Doumbouya,Conakry,2021-10-12,131,244352
CLT_1982,Mamadou Diallo,Conakry,2020-06-21,177,9257
CLT_1983,Thierno Sylla,Kindia,2021-08-29,94,269056
CLT_1984,Kemo Sylla,Nzérékoré,2020-01-20,76,28109
CLT_1985,Fatoumata Traoré,Kindia,2021-12-12,192,188668
CLT_1986,Thierno Keita,Kankan,2023-07-31,93,401563
CLT_1987,Moussa Bah,Nzérékoré,2022-11-05,167,367678
CLT_1988,Binta Diallo,Kankan,2023-05-01,82,487317
CLT_1989,Lamine Baldé,Labé,2022-03-16,86,80528
CLT_1990,Mamadou Bah,Kankan,2021-05-17,125,369492
CLT_1991,Nene Keita,Labé,2023-08-23,113,297658
CLT_1992,Mamadou Cissé,Labé,2023-09-03,14,390445
CLT_1993,Moussa Bangoura,Labé,2022-08-01,173,290840
CLT_1994,Ousmane Touré,Labé,2020-07-15,87,109284
CLT_1995,Fatoumata Sow,Kindia,2021-11-26,80,477141
CLT_1996,Fanta Bangoura,Labé,2023-01-23,137,498355
CLT_1997,Binta Diallo,Labé,2020-02-16,162,165494
CLT_1998,Kemo Sow,Kankan,2020-09-27,170,55203
CLT_1999,Thierno Doumbouya,Conakry,2020-03-27,179,388694
CLT_2000,Kemo Sylla,Labé,2022-05-11,16,373693
CLT_2001,Lamine Diallo,Labé,2021-06-27,133,211735
CLT_2002,Fanta Condé,Labé,2020-08-10,101,287166
CLT_2003,Mory Keita,Kankan,2020-10-12,72,306879
CLT_2004,Binta Sow,Kankan,2020-03-29,102,457112
CLT_2005,Ibrahima Camara,Conakry,2022-02-05,162,9364
CLT_2006,Binta Camara,Kankan,2023-11-04,36,68574
CLT_2007,Mariama Sow,Nzérékoré,2022-03-12,87,242323
CLT_2008,Abdoulaye Touré,Kankan,2023-01-17,158,391641
CLT_2009,Ibrahima Camara,Kindia,2021-02-21,37,208519
CLT_2010,Ibrahima Bangoura,Nzérékoré,2021-08-03,183,25416
CLT_2011,Kemo Condé,Kindia,2022-10-02,13,178063
CLT_2012,Nene Soumah,Kindia,2020-04-16,168,147940
CLT_2013,Mory Traoré,Labé,2022-12-28,188,449205
CLT_2014,Thierno Keita,Kindia,2023-10-13,78,55046
CLT_2015,Salematou Traoré,Labé,2021-06-03,72,228220
CLT_2016,Thierno Bah,Kindia,2023-06-27,132,212315
CLT_2017,Nene Bangoura,Kindia,2022-06-08,7,200947
CLT_2018,Lamine Touré,Kankan,2020-04-29,59,374733
CLT_2019,Salematou Keita,Conakry,2020-12-21,36,140941
CLT_2020,Ousmane Soumah,Conakry,2022-08-19,20,447068
CLT_2021,Kadiatou Diallo,Nzérékoré,2023-07-17,66,412185
CLT_2022,Mamadou Baldé,Nzérékoré,2020-12-09,45,168694
CLT_2023,Ibrahima Baldé,Nzérékoré,2022-04-06,13,168827
CLT_2024,Sekou Cissé,Kindia,2022-11-07,50,314114
CLT_2025,Saran Bah,Kindia,2021-03-07,32,217772
CLT_2026,Nene Traoré,Kindia,2020-10-02,170,12080
CLT_2027,Abdoulaye Baldé,Kankan,2022-01-16,152,97054
CLT_2028,Sekou Sylla,Kindia,2020-05-12,192,132962
CLT_2029,Binta Soumah,Conakry,2022-03-21,130,56304
CLT_2030,Kadiatou Traoré,Kankan,2020-08-19,105,60554
CLT_2031,Aissatou Condé,Nzérékoré,2023-08-08,116,14260
CLT_2032,Fatoumata Sylla,Labé,2023-03-26,158,245712
CLT_2033,Lamine Barry,Nzérékoré,2023-04-10,173,48743
CLT_2034,Abdoulaye Touré,Conakry,2023-06-13,113,448370
CLT_2035,Sekou Diallo,Conakry,2023-06-16,128,386384
CLT_2036,Nene Diallo,Kankan,2023-05-12,167,23320
CLT_2037,Kemo Baldé,Nzérékoré,2020-02-27,176,10945
CLT_2038,Mory Bangoura,Nzérékoré,2022-10-10,110,48771
CLT_2039,Nene Barry,Conakry,2021-06-01,23,240605
CLT_2040,Lamine Baldé,Kankan,2022-09-06,159,376846
CLT_2041,Sekou Diallo,Labé,2020-09-20,71,287634
CLT_2042,Thierno Traoré,Kankan,2020-09-19,28,288531
CLT_2043,Abdoulaye Soumah,Nzérékoré,2021-03-29,92,147451
CLT_2044,Ousmane Condé,Kankan,2020-07-17,14,20005
CLT_2045,Nene Keita,Labé,2020-10-12,132,440406
CLT_2046,Mamadou Sylla,Nzérékoré,2020-09-14,12,331288
CLT_2047,Alpha Cissé,Nzérékoré,2020-05-20,153,419435
CLT_2048,Binta Doumbouya,Kankan,2020-04-16,134,484102
CLT_2049,Mory Bangoura,Kankan,2020-07-31,20,27156
CLT_2050,Moussa Diallo,Kankan,2020-09-14,118,161480
CLT_2051,Mory Keita,Kindia,2022-03-08,122,267181
CLT_2052,Kadiatou Bah,Kankan,2022-11-14,129,85947
CLT_2053,Ousmane Condé,Labé,2023-01-19,142,146224
CLT_2054,Thierno Barry,Conakry,2020-03-01,115,42121
CLT_2055,Salematou Condé,Conakry,2020-05-14,64,80964
CLT_2056,Sekou Cissé,Conakry,2022-11-16,5,253533
CLT_2057,Alpha Traoré,Labé,2020-03-20,64,80572
CLT_2058,Mamadou Diallo,Kankan,2023-12-02,39,259752
CLT_2059,Moussa Keita,Conakry,2022-05-24,179,358121
CLT_2060,Nene Camara,Conakry,2022-12-18,65,111901
CLT_2061,Lamine Camara,Kindia,2020-10-09,116,373217
CLT_2062,Thierno Soumah,Kankan,2023-04-23,45,28980
CLT_2063,Nene Baldé,Labé,2022-02-18,199,246124
CLT_2064,Aissatou Bah,Kindia,2020-01-04,197,282366
CLT_2065,Mory Condé,Nzérékoré,2022-06-16,50,459986
CLT_2066,Nene Diallo,Conakry,2023-04-27,147,88369
CLT_2067,Lamine Baldé,Kindia,2020-12-15,183,459552
CLT_2068,Abdoulaye Sylla,Kindia,2020-10-04,98,385788
CLT_2069,Kadiatou Doumbouya,Kindia,2021-04-22,68,225309
CLT_2070,Saran Condé,Nzérékoré,2021-05-24,159,109238
CLT_2071,Ibrahima Camara,Labé,2023-07-24,35,375638
CLT_2072,Moussa Traoré,Conakry,2022-11-27,43,140843
CLT_2073,Abdoulaye Cissé,Kankan,2022-08-18,15,233932
CLT_2074,Mariama Diallo,Kindia,2023-06-06,9,325531
CLT_2075,Ousmane Camara,Nzérékoré,2020-06-18,17,388624
CLT_2076,Lamine Traoré,Nzérékoré,2022-01-05,98,444984
CLT_2077,Alpha Condé,Kankan,2020-12-22,160,181760
CLT_2078,Mory Bah,Kankan,2023-04-09,173,205363
CLT_2079,Fatoumata Doumbouya,Nzérékoré,2023-09-09,29,473163
CLT_2080,Lamine Camara,Labé,2020-03-02,149,63081
CLT_2081,Lamine Sow,Nzérékoré,2022-07-03,161,429917
CLT_2082,Ousmane Cissé,Kankan,2020-10-27,75,469411
CLT_2083,Fanta Sylla,Labé,2022-08-07,12,339556
CLT_2084,Mamadou Diallo,Kindia,2023-07-24,39,444299
CLT_2085,Abdoulaye Bah,Nzérékoré,2023-01-13,29,388507
CLT_2086,Fanta Bangoura,Conakry,2020-03-29,10,155450
CLT_2087,Salematou Sylla,Labé,2021-06-07,32,421018
CLT_2088,Moussa Condé,Labé,2021-04-09,103,439830
CLT_2089,Aissatou Doumbouya,Nzérékoré,2020-10-18,101,418268
CLT_2090,Mariama Bangoura,Labé,2020-10-27,34,377518
CLT_2091,Ousmane Camara,Kindia,2020-01-30,113,41052
CLT_2092,Mory Diallo,Kindia,2020-12-09,186,271069
CLT_2093,Sekou Doumbouya,Nzérékoré,2022-09-29,94,59933
CLT_2094,Mariama Sow,Conakry,2021-06-19,73,298207
CLT_2095,Abdoulaye Soumah,Labé,2020-03-26,165,153496
CLT_2096,Kadiatou Camara,Kankan,2022-02-18,34,159841
CLT_2097,Ousmane Cissé,Nzérékoré,2020-01-06,199,152836
CLT_2098,Sekou Soumah,Labé,2023-06-12,132,365571
CLT_2099,Fatoumata Touré,Kankan,2021-05-15,14,194386
CLT_2100,Lamine Condé,Kankan,2023-12-20,176,24602
CLT_2101,Ibrahima Touré,Conakry,2021-09-03,19,214622
CLT_2102,Lamine Cissé,Nzérékoré,2022-10-25,90,293248
CLT_2103,Aissatou Soumah,Kankan,2021-07-03,184,188182
CLT_2104,Ibrahima Diallo,Conakry,2022-11-08,167,211801
CLT_2105,Alpha Barry,Kindia,2022-05-31,92,360502
CLT_2106,Aissatou Keita,Labé,2021-10-21,13,39308
CLT_2107,Nene Cissé,Labé,2022-06-04,107,469730
CLT_2108,Saran Doumbouya,Kindia,2023-06-23,152,168348
CLT_2109,Mariama Bangoura,Labé,2022-10-06,162,210999
CLT_2110,Thierno Doumbouya,Conakry,2021-02-22,158,62311
CLT_2111,Ibrahima Soumah,Conakry,2023-02-10,172,419228
CLT_2112,Kemo Camara,Kankan,2020-08-15,41,285154
CLT_2113,Sekou Sylla,Kindia,2023-04-20,114,408303
CLT_2114,Abdoulaye Doumbouya,Nzérékoré,2020-06-04,8,60691
CLT_2115,Alpha Sylla,Labé,2022-07-21,8,87190
CLT_2116,Abdoulaye Sylla,Kankan,2022-11-26,141,381589
CLT_2117,Lamine Condé,Labé,2023-06-01,199,314614
CLT_2118,Mariama Condé,Kindia,2021-07-15,82,327072
CLT_2119,Salematou Touré,Kindia,2021-07-25,56,189901
CLT_2120,Fatoumata Barry,Kindia,2021-07-13,58,469754
CLT_2121,Fatoumata Condé,Conakry,2023-10-27,133,423929
CLT_2122,Kadiatou Camara,Nzérékoré,2021-04-06,114,151503
CLT_2123,Saran Diallo,Conakry,2020-01-15,46,284567
CLT_2124,Binta Sylla,Nzérékoré,2021-08-29,97,262924
CLT_2125,Mamadou Sow,Kindia,2023-01-06,99,338297
CLT_2126,Fanta Keita,Kindia,2021-05-09,157,101281
CLT_2127,Binta Touré,Nzérékoré,2021-10-17,195,431439
CLT_2128,Mory Sow,Nzérékoré,2020-11-09,100,31613
CLT_2129,Nene Doumbouya,Labé,2023-05-09,51,168962
CLT_2130,Sekou Barry,Kindia,2023-08-18,12,308105
CLT_2131,Fatoumata Bah,Kindia,2021-07-01,92,486761
CLT_2132,Salematou Sylla,Kindia,2023-10-13,143,335298
CLT_2133,Nene Sylla,Kankan,2020-08-08,53,169791
CLT_2134,Alpha Bah,Kindia,2022-11-17,97,24122
CLT_2135,Aissatou Sylla,Conakry,2021-06-22,131,132073
CLT_2136,Abdoulaye Diallo,Kankan,2021-02-21,164,279731
CLT_2137,Binta Cissé,Kankan,2021-07-13,102,13975
CLT_2138,Fatoumata Condé,Kankan,2022-03-25,114,96978
CLT_2139,Salematou Doumbouya,Labé,2020-05-08,157,151751
CLT_2140,Nene Bah,Kankan,2021-07-08,18,230761
CLT_2141,Mamadou Baldé,Kankan,2023-07-17,147,385641
CLT_2142,Sekou Camara,Nzérékoré,2020-04-01,184,338449
CLT_2143,Mariama Diallo,Conakry,2023-11-16,6,357695
CLT_2144,Kemo Bah,Kindia,2022-04-12,187,175614
CLT_2145,Ibrahima Keita,Nzérékoré,2023-10-10,111,61527
CLT_2146,Alpha Barry,Nzérékoré,2022-08-26,168,401296
CLT_2147,Sekou Soumah,Kindia,2023-12-06,98,495396
CLT_2148,Ibrahima Keita,Conakry,2022-07-12,90,85159
CLT_2149,Fanta Sylla,Kankan,2020-09-23,158,151334
CLT_2150,Thierno Traoré,Kankan,2020-08-12,173,394442
CLT_2151,Moussa Barry,Kankan,2020-04-04,110,127502
CLT_2152,Fanta Diallo,Kindia,2021-10-31,15,196813
CLT_2153,Moussa Diallo,Nzérékoré,2022-03-10,137,385265
CLT_2154,Abdoulaye Sow,Nzérékoré,2021-06-30,51,261267
CLT_2155,Ousmane Cissé,Nzérékoré,2022-10-02,48,448669
CLT_2156,Binta Sow,Labé,2023-08-27,14,212017
CLT_2157,Kadiatou Keita,Nzérékoré,2023-06-15,84,201427
CLT_2158,Mory Sylla,Kindia,2023-12-10,92,77643
CLT_2159,Binta Barry,Kindia,2021-08-31,22,307190
CLT_2160,Moussa Barry,Conakry,2020-08-25,112,152864
CLT_2161,Moussa Bah,Labé,2023-08-03,151,86117
CLT_2162,Fatoumata Doumbouya,Conakry,2021-04-28,117,427929
CLT_2163,Fanta Sylla,Kankan,2020-08-06,165,10189
CLT_2164,Mory Camara,Conakry,2020-04-08,91,444887
CLT_2165,Nene Diallo,Labé,2022-11-23,184,124303
CLT_2166,Mamadou Baldé,Labé,2020-03-28,57,44566
CLT_2167,Saran Bangoura,Kankan,2023-03-11,94,315969
CLT_2168,Sekou Soumah,Kindia,2020-11-08,184,202156
CLT_2169,Fanta Bah,Kindia,2022-11-23,62,277609
CLT_2170,Lamine Keita,Conakry,2022-08-14,112,48892
CLT_2171,Mory Bah,Labé,2022-08-07,120,187385
CLT_2172,Ousmane Keita,Labé,2021-08-17,111,249026
CLT_2173,Saran Touré,Kindia,2023-03-21,147,266781
CLT_2174,Aissatou Barry,Labé,2023-10-04,174,255042
CLT_2175,Nene Baldé,Labé,2023-11-13,173,59072
CLT_2176,Kemo Bangoura,Nzérékoré,2020-09-13,64,233573
CLT_2177,Kemo Baldé,Kankan,2020-02-15,8,455574
CLT_2178,Ibrahima Camara,Conakry,2021-09-19,16,105352
CLT_2179,Fanta Keita,Nzérékoré,2021-06-25,138,241360
CLT_2180,Binta Bah,Kindia,2022-10-26,79,230625
CLT_2181,Salematou Sow,Kankan,2020-11-28,170,413395
CLT_2182,Salematou Bangoura,Labé,2023-07-21,151,479779
CLT_2183,Kadiatou Bah,Kankan,2023-08-24,91,181739
CLT_2184,Kemo Sylla,Kindia,2023-05-30,26,192749
CLT_2185,Thierno Soumah,Nzérékoré,2020-11-13,46,24522
CLT_2186,Fanta Condé,Conakry,2023-04-30,147,457509
CLT_2187,Ousmane Sow,Kindia,2023-01-22,126,256486
CLT_2188,Mamadou Cissé,Conakry,2021-06-17,58,44548
CLT_2189,Saran Baldé,Kindia,2021-11-23,103,448154
CLT_2190,Aissatou Cissé,Kindia,2021-04-10,146,101533
CLT_2191,Salematou Bah,Nzérékoré,2022-03-20,70,349766
CLT_2192,Binta Bah,Kindia,2020-08-06,38,441508
CLT_2193,Alpha Keita,Kindia,2023-12-01,40,311549
CLT_2194,Mamadou Keita,Conakry,2022-05-02,46,350827
CLT_2195,Salematou Traoré,Labé,2020-01-07,27,63783
CLT_2196,Fanta Cissé,Nzérékoré,2020-01-13,14,158335
CLT_2197,Moussa Barry,Labé,2020-09-14,184,213512
CLT_2198,Saran Baldé,Labé,2023-01-25,32,331276
CLT_2199,Fanta Sow,Kankan,2021-02-17,23,96239
CLT_2200,Sekou Diallo,Kindia,2021-10-26,39,213392
CLT_2201,Moussa Touré,Nzérékoré,2021-03-05,169,486625
CLT_2202,Kemo Soumah,Nzérékoré,2021-07-27,35,24485
CLT_2203,Fatoumata Barry,Kindia,2022-02-13,162,245800
CLT_2204,Mamadou Barry,Kankan,2023-11-27,141,62173
CLT_2205,Ibrahima Camara,Nzérékoré,2021-08-13,152,46467
CLT_2206,Kadiatou Sylla,Kindia,2020-07-09,193,426048
CLT_2207,Fatoumata Sylla,Conakry,2020-03-28,99,141624
CLT_2208,Kadiatou Bangoura,Kindia,2022-09-20,65,373721
CLT_2209,Binta Keita,Kankan,2023-09-06,44,151291
CLT_2210,Thierno Bah,Kindia,2022-11-28,135,127987
CLT_2211,Saran Sylla,Labé,2023-07-10,144,344222
CLT_2212,Salematou Camara,Conakry,2022-08-16,21,437461
CLT_2213,Fanta Traoré,Labé,2023-04-30,69,410845
CLT_2214,Moussa Camara,Kankan,2023-08-30,22,335861
CLT_2215,Ibrahima Doumbouya,Conakry,2021-05-07,48,213447
CLT_2216,Alpha Doumbouya,Nzérékoré,2020-09-26,139,310663
CLT_2217,Lamine Cissé,Conakry,2023-01-11,171,493068
CLT_2218,Alpha Sow,Kankan,2021-09-12,30,236590
CLT_2219,Mamadou Baldé,Nzérékoré,2022-04-24,35,21844
CLT_2220,Binta Bah,Nzérékoré,2022-02-10,85,84187
CLT_2221,Mory Traoré,Labé,2021-07-07,101,144430
CLT_2222,Sekou Sylla,Kindia,2021-05-28,109,387053
CLT_2223,Lamine Cissé,Conakry,2022-05-05,162,302450
CLT_2224,Alpha Soumah,Kankan,2021-06-25,176,242548
CLT_2225,Kadiatou Baldé,Nzérékoré,2023-05-13,161,316129
CLT_2226,Ousmane Condé,Kankan,2023-01-27,117,426807
CLT_2227,Salematou Condé,Labé,2022-08-16,6,329084
CLT_2228,Sekou Bangoura,Conakry,2023-02-01,116,66168
CLT_2229,Mory Bah,Labé,2022-09-08,153,34403
CLT_2230,Fatoumata Diallo,Conakry,2021-08-16,36,473630
CLT_2231,Thierno Doumbouya,Nzérékoré,2020-08-12,129,400247
CLT_2232,Lamine Bangoura,Conakry,2022-06-18,62,470813
CLT_2233,Alpha Diallo,Labé,2021-01-08,89,156635
CLT_2234,Alpha Bangoura,Kindia,2023-09-28,20,244621
CLT_2235,Lamine Diallo,Labé,2022-03-27,40,476526
CLT_2236,Nene Cissé,Nzérékoré,2023-11-12,172,38704
CLT_2237,Mamadou Keita,Kankan,2021-05-20,125,412787
CLT_2238,Mamadou Bah,Kankan,2021-03-27,22,481160
CLT_2239,Abdoulaye Baldé,Nzérékoré,2020-06-14,158,210096
CLT_2240,Mamadou Keita,Conakry,2023-01-21,121,276272
CLT_2241,Nene Baldé,Labé,2020-04-05,63,413451
CLT_2242,Mory Bah,Nzérékoré,2023-09-02,55,391978
CLT_2243,Moussa Baldé,Labé,2022-04-12,53,322616
CLT_2244,Binta Doumbouya,Nzérékoré,2020-01-30,146,305746
CLT_2245,Lamine Doumbouya,Conakry,2022-05-09,159,368325
CLT_2246,Abdoulaye Sylla,Labé,2023-07-22,109,216041
CLT_2247,Fatoumata Keita,Kankan,2021-04-04,132,210990
CLT_2248,Aissatou Doumbouya,Kindia,2022-10-08,179,218375
CLT_2249,Mamadou Bangoura,Conakry,2020-05-30,63,228449
